#TIME	REQUESTED	accelerate	bash	conda	pip3	python	sps	tmux: client	tmux: server	zsh
1365	16	0.228831	0	0	0	0.64375	0.0138861	0	3.85474e-08	0.000996602
1366	16	0.22168	0	0	0	0.669471	0.013893	0	3.85474e-08	0.000996197
1367	16	0.20864	0	0	0	0.664062	0.0138944	0	3.85474e-08	0.000995388
1368	16	0.191723	0	0	0	0.652218	0.0138903	0	3.85474e-08	0.000994177
1369	16	0	0	0	0	0	0.0138971	0	3.85474e-08	0.00100664
1370	16	0	0	0	0	0	0.0138923	0	3.85474e-08	0.00100583
1371	16	0	0	0	0	0	0.0138882	0	3.98323e-08	0.00100461
1372	16	0	0	0	0	0	0.0138896	0	4.11172e-08	0.0010038
1373	16	0	0	0	0	0	0.0138841	0	4.11172e-08	0.00100339
1374	16	0	0	0	0	0	0.0138916	0	4.11172e-08	0.00100258
1375	16	0	0	0	0	0	0.0138814	0	4.11172e-08	0.00100137
1376	16	0	0	0	0	0	0.0138828	0	4.11171e-08	0.00100056
1377	16	0	0	0	0	0	0.0138896	0	4.11171e-08	0.00100016
1378	16	0	0	0	0	0	0.0138855	0	4.11171e-08	0.00099895
1379	16	0	0	0	0	0	0.0138808	0	4.11171e-08	0.000998147
1380	16	0	0	0	0	0	0.0138814	0	4.11171e-08	0.000997746
1381	16	0	0	0	0	0	0.0138828	0	4.11171e-08	0.000996945
1382	16	0	0	0	0	0	0.0138787	0	4.11171e-08	0.000995746
1383	16	0	0	0	0	0	0.0138801	0	4.11171e-08	0.000994948
1384	16	0	0	0	0	0	0.0138808	0	4.11171e-08	0.000994549
1385	16	0	0	0	0	0	0.0138767	0	4.11171e-08	0.000993356
1386	16	0	0	0	0	0	0.0138781	0	4.11171e-08	0.000992562
1387	16	0	0	0	0	0	0.0138788	0	4.11171e-08	0.000992165
1388	16	0	0	0	0	0	0.0138801	0	4.11171e-08	0.000991373
1389	16	0	0	0	0	0	0.0138701	0	4.11171e-08	0.000990187
1390	16	0	0	0	0	0	0.0138714	0	4.11171e-08	0.000989398
1391	16	0	0	0	0	0	0.0138781	0	4.1117e-08	0.000989004
1392	16	0	0	0	0	0	0.0138741	0	4.1117e-08	0.000987823
1393	16	0	0	0	0	0	0.0138755	0	4.1117e-08	0.000987038
1394	16	0	0	0	0	0	0.0138762	0	4.1117e-08	0.000986646
1395	16	0	0	0	0	0	0.0138668	0	4.1117e-08	0.00098508
1396	16	0	0	0	0	0	0.0138735	0	4.1117e-08	0.00098469
1397	16	0	0	0	0	0	0.0138749	0	4.1117e-08	0.000983909
1398	16	0	0	0	0	0	0.0138755	0	4.1117e-08	0.00098352
1399	16	0	0	0	0	0	0.0138715	0	4.1117e-08	0.000982352
1400	16	0	0	0	0	0	0.0138729	0	4.1117e-08	0.000981576
1401	16	0	0	0	0	0	0.0138682	0	4.1117e-08	0.000987068
1402	16	0	0	0	0	0	0.0138583	0	4.1117e-08	0.0009859
1403	16	0	0	0	0	0	0.0138649	0	4.1117e-08	0.000985511
1404	16	0	0	0	0	0	0.0138663	0	4.1117e-08	0.000984734
1405	16	0	0	0	0	0	0.0138623	0	4.11169e-08	0.000983571
1406	16	0.1875	0	0	0	0	0.0138637	0	4.11169e-08	0.000995278
1407	16	1.78646	0	0	0	0	0.0138644	0	4.11169e-08	0.000994886
1408	16	1.01562	0	0	0	0.398438	0.0138604	0	4.11169e-08	0.000993714
1409	16	0.761719	0	0	0	0.65625	0.0138618	0	4.11169e-08	0.000992934
1410	16	0.677083	0	0	0	0.86875	0.0138684	0	4.11169e-08	0.000992544
1411	16	0.507812	0	0	0	0.806641	0.0138585	0	4.11169e-08	0.000991378
1412	16	0.435268	0	0	0	0.764063	0.0138598	0	4.11169e-08	0.000990601
1413	16	0.380859	0	0	0	0.752604	0.0138612	0	4.11169e-08	0.000989826
1414	16	0.320724	0	0	0	0.625	0.0138573	0	4.11169e-08	0.000988666
1415	16	0.304688	0	0	0	0.675781	0.0138639	0	4.11169e-08	0.00098828
1416	16	0.276989	0	0	0	0.712674	0.0138593	0	4.11169e-08	0.000987508
1417	16	0.24375	0	0	0	0.710565	0.0138554	0	4.11169e-08	0.000986353
1418	16	0.234375	0	0	0	0.757102	0.0138619	0	4.11169e-08	0.000985969
1419	16	0.217634	0	0	0	0.777344	0.0138633	0	4.11169e-08	0.000985201
1420	16	0.196573	0	0	0	0.766204	0.0138535	0	4.11168e-08	0.000984052
1421	16	0.193182	0	0	0	0.777478	0.0138548	0	4.24017e-08	0.000983287
1422	16	0	0	0	0	0	0.0138614	0	4.24017e-08	0.00101987
1423	16	0	0	0	0	0	0.0138575	0	4.24017e-08	0.00103715
1424	16	0	0	0	0	0	0.0138529	0	4.24017e-08	0.00104864
1425	16	0	0	0	0	0	0.0138542	0	4.24017e-08	0.00104783
1426	16	0	0	0	0	0	0.0138504	0	4.24017e-08	0.00104661
1427	16	0	0	0	0	0	0.0138569	0	4.24017e-08	0.0010462
1428	16	0	0	0	0	0	0.0138582	0	4.24017e-08	0.00104539
1429	16	0	0	0	0	0	0.0138485	0	4.24017e-08	0.00104418
1430	16	0	0	0	0	0	0.013844	0	4.24017e-08	0.00104338
1431	16	0	0	0	0	0	0.0138505	0	4.24017e-08	0.00104297
1432	16	0	0	0	0	0	0.0138466	0	4.24017e-08	0.00104177
1433	16	0	0	0	0	0	0.013848	0	4.24016e-08	0.00104096
1434	16	0	0	0	0	0	0.0138486	0	4.24016e-08	0.00104056
1435	16	0	0	0	0	0	0.0138448	0	4.24016e-08	0.00103936
1436	16	0	0	0	0	0	0.0138403	0	4.24016e-08	0.00103856
1437	16	0	0	0	0	0	0.0138416	0	4.24016e-08	0.00103777
1438	16	0	0	0	0	0	0.0138378	0	4.24016e-08	0.00103657
1439	16	0	0	0	0	0	0.0138385	0	4.24016e-08	0.00103617
1440	16	0	0	0	0	0	0.0138398	0	4.24016e-08	0.00103538
1441	16	0	0	0	0	0	0.0138418	0	4.24016e-08	0.00103419
1442	16	0	0	0	0	0	0.0138424	0	4.24016e-08	0.00103379
1443	16	0	0	0	0	0	0.0138277	0	4.24016e-08	0.00103221
1444	16	0	0	0.203125	0	0	0.0138342	0	4.24016e-08	0.00103787
1445	16	0	0	0	0	0	0.0138355	0	4.24016e-08	0.00105521
1446	16	0	0	0	0	0	0.0138259	0	4.24016e-08	0.001054
1447	16	0	0	0	0	0	0.0138323	0	4.24015e-08	0.0010536
1448	16	0	0	0	0	0	0.0138234	0	4.24015e-08	0.00105802
1449	16	1.67708	0	0	0	0	0.0138241	0	4.24015e-08	0.00106967
1450	16	1.20938	0	0	0	0	0.0138254	0	4.36864e-08	0.00106886
1451	16	0.755859	0	0	0	0	0.0138217	0	4.36864e-08	0.00106764
1452	16	0.671875	0	0	0	0	0.0138281	0	4.36864e-08	0.00106723
1453	16	0.465144	0	0	0	0	0.0138192	0	4.36864e-08	0.00106561
1454	16	0.43192	0	0	0	0	0.0138199	0	4.36864e-08	0.00106521
1455	16	0.378906	0	0	0	0	0.0138212	0	4.36864e-08	0.0010644
1456	16	0	0	0	0	0	0.0138276	0	4.36864e-08	0.00108198
1457	16	0	0	0	0	0	0.0138239	0	4.36864e-08	0.00109272
1458	16	1.59375	0	0	0	0	0.0138137	0	4.36864e-08	0.00110983
1459	16	1.98438	0	0	0	0	0.0138201	0	4.36864e-08	0.00110941
1460	16	0.975446	0	0	0	0.609375	0.0138113	0	4.36863e-08	0.00110774
1461	16	0.853516	0	0	0	1.40625	0.0138177	0	4.36863e-08	0.00110732
1462	16	0.682813	0	0	0	1.52083	0.0138133	0	4.49712e-08	0.00110648
